2026-07-23T14:58:33.854151226Z [inf]  Starting Container
2026-07-23T14:59:40.934303631Z [inf]  2026-07-23T14:59:40+0000 | INFO     | app.business.handlers | dot-save: triggered owner=356342304 chat=611857502 reply_to=1097348
2026-07-23T14:59:40.934314934Z [inf]  2026-07-23T14:59:40+0000 | INFO     | http | POST /webhook -> 200 (31.9ms)
2026-07-23T14:59:40.948581646Z [inf]  2026-07-23T14:59:40+0000 | INFO     | app.business.handlers | dot-save: message 1097348 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:59:42.991499732Z [inf]  2026-07-23T14:59:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47695 media=text
2026-07-23T14:59:42.991509318Z [inf]  2026-07-23T14:59:42+0000 | INFO     | aiogram.event | Update id=745924337 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:59:42.991516326Z [inf]  2026-07-23T14:59:42+0000 | INFO     | http | POST /webhook -> 200 (30.1ms)
2026-07-23T14:59:42.991551374Z [inf]  2026-07-23T14:59:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924337
2026-07-23T14:59:43.017537931Z [inf]  2026-07-23T14:59:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924338
2026-07-23T14:59:43.042654803Z [inf]  2026-07-23T14:59:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=566200 media=text
2026-07-23T14:59:43.042663891Z [inf]  2026-07-23T14:59:43+0000 | INFO     | app.business.handlers | dot-save: triggered owner=1335699132 chat=6881815417 reply_to=566199
2026-07-23T14:59:43.052664055Z [inf]  2026-07-23T14:59:43+0000 | INFO     | aiogram.event | Update id=745924338 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:59:43.052678879Z [inf]  2026-07-23T14:59:43+0000 | INFO     | http | POST /webhook -> 200 (34.8ms)
2026-07-23T14:59:43.064703137Z [inf]  2026-07-23T14:59:43+0000 | INFO     | app.business.handlers | dot-save: reply_to=566199 not in DB (chat=6881815417) — skipping silently (bot-sent video or message received while offline)
2026-07-23T14:59:45.866492960Z [inf]  2026-07-23T14:59:45+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924340
2026-07-23T14:59:45.866500604Z [inf]  2026-07-23T14:59:45+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924339
2026-07-23T14:59:45.866509311Z [inf]  2026-07-23T14:59:45+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686946 media=text
2026-07-23T14:59:45.866533327Z [inf]  2026-07-23T14:59:45+0000 | INFO     | aiogram.event | Update id=745924340 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:59:45.866546611Z [inf]  2026-07-23T14:59:45+0000 | INFO     | http | POST /webhook -> 200 (33.3ms)
2026-07-23T14:59:45.866556516Z [inf]  2026-07-23T14:59:45+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784759 media=text
2026-07-23T14:59:45.866564201Z [inf]  2026-07-23T14:59:45+0000 | INFO     | aiogram.event | Update id=745924339 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:59:45.866571808Z [inf]  2026-07-23T14:59:45+0000 | INFO     | http | POST /webhook -> 200 (34.2ms)
2026-07-23T14:59:48.255785064Z [inf]  2026-07-23T14:59:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924341
2026-07-23T14:59:48.255795994Z [inf]  2026-07-23T14:59:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5656034973 message_id=23162 media=text
2026-07-23T14:59:48.255809562Z [inf]  2026-07-23T14:59:48+0000 | INFO     | aiogram.event | Update id=745924341 is handled. Duration 43 ms by bot id=1162707887
2026-07-23T14:59:48.255817798Z [inf]  2026-07-23T14:59:48+0000 | INFO     | http | POST /webhook -> 200 (46.3ms)
2026-07-23T14:59:49.169569543Z [inf]  2026-07-23T14:59:48+0000 | INFO     | aiogram.event | Update id=745924342 is handled. Duration 39 ms by bot id=1162707887
2026-07-23T14:59:49.169584577Z [inf]  2026-07-23T14:59:48+0000 | INFO     | http | POST /webhook -> 200 (40.9ms)
2026-07-23T14:59:49.169612295Z [inf]  2026-07-23T14:59:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924343
2026-07-23T14:59:49.169625528Z [inf]  2026-07-23T14:59:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924342
2026-07-23T14:59:49.169633937Z [inf]  2026-07-23T14:59:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784760 media=text
2026-07-23T14:59:49.169640574Z [inf]  2026-07-23T14:59:48+0000 | INFO     | aiogram.event | Update id=745924343 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:59:49.169650183Z [inf]  2026-07-23T14:59:48+0000 | INFO     | http | POST /webhook -> 200 (33.6ms)
2026-07-23T14:59:49.169657022Z [inf]  2026-07-23T14:59:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686947 media=text
2026-07-23T14:59:50.203821302Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924344
2026-07-23T14:59:50.208642190Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924345
2026-07-23T14:59:50.229699653Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686948 media=text
2026-07-23T14:59:50.235915490Z [inf]  2026-07-23T14:59:50+0000 | INFO     | aiogram.event | Update id=745924344 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:59:50.235935371Z [inf]  2026-07-23T14:59:50+0000 | INFO     | http | POST /webhook -> 200 (34.2ms)
2026-07-23T14:59:50.240639495Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784761 media=text
2026-07-23T14:59:50.247038634Z [inf]  2026-07-23T14:59:50+0000 | INFO     | aiogram.event | Update id=745924345 is handled. Duration 38 ms by bot id=1162707887
2026-07-23T14:59:50.247060339Z [inf]  2026-07-23T14:59:50+0000 | INFO     | http | POST /webhook -> 200 (39.6ms)
2026-07-23T14:59:50.855727270Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=611857502 message_id=1097352 media=text
2026-07-23T14:59:50.855734816Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.business.handlers | dot-save: triggered owner=356342304 chat=611857502 reply_to=1097349
2026-07-23T14:59:50.855741563Z [inf]  2026-07-23T14:59:50+0000 | INFO     | aiogram.event | Update id=745924346 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:59:50.855748749Z [inf]  2026-07-23T14:59:50+0000 | INFO     | http | POST /webhook -> 200 (31.3ms)
2026-07-23T14:59:50.855830189Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924346
2026-07-23T14:59:50.855869454Z [inf]  2026-07-23T14:59:50+0000 | INFO     | app.business.handlers | dot-save: message 1097349 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:59:53.196557834Z [inf]  2026-07-23T14:59:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924347
2026-07-23T14:59:53.196565154Z [inf]  2026-07-23T14:59:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924348
2026-07-23T14:59:53.196573076Z [inf]  2026-07-23T14:59:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47696 media=text
2026-07-23T14:59:53.196580708Z [inf]  2026-07-23T14:59:52+0000 | INFO     | aiogram.event | Update id=745924347 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:59:53.196591805Z [inf]  2026-07-23T14:59:52+0000 | INFO     | http | POST /webhook -> 200 (33.8ms)
2026-07-23T14:59:53.196601998Z [inf]  2026-07-23T14:59:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=566201 media=text
2026-07-23T14:59:53.196610407Z [inf]  2026-07-23T14:59:52+0000 | INFO     | app.business.handlers | dot-save: triggered owner=1335699132 chat=6881815417 reply_to=566199
2026-07-23T14:59:53.196617753Z [inf]  2026-07-23T14:59:52+0000 | INFO     | aiogram.event | Update id=745924348 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:59:53.196624944Z [inf]  2026-07-23T14:59:52+0000 | INFO     | http | POST /webhook -> 200 (35.8ms)
2026-07-23T14:59:53.196631661Z [inf]  2026-07-23T14:59:52+0000 | INFO     | app.business.handlers | dot-save: reply_to=566199 not in DB (chat=6881815417) — skipping silently (bot-sent video or message received while offline)
2026-07-23T14:59:59.041958013Z [inf]  2026-07-23T14:59:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924350
2026-07-23T14:59:59.041972789Z [inf]  2026-07-23T14:59:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022411 media=text
2026-07-23T14:59:59.041985257Z [inf]  2026-07-23T14:59:58+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022408
2026-07-23T14:59:59.041992047Z [inf]  2026-07-23T14:59:58+0000 | INFO     | aiogram.event | Update id=745924350 is handled. Duration 40 ms by bot id=1162707887
2026-07-23T14:59:59.041999824Z [inf]  2026-07-23T14:59:58+0000 | INFO     | http | POST /webhook -> 200 (42.1ms)
2026-07-23T14:59:59.042006881Z [inf]  2026-07-23T14:59:58+0000 | INFO     | app.business.handlers | dot-save: found photo file_id=AgACAgIAAxkBAAEPmchq…
2026-07-23T14:59:59.042199099Z [inf]  2026-07-23T14:59:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924349
2026-07-23T14:59:59.042208319Z [inf]  2026-07-23T14:59:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=611857502 message_id=1097353 media=text
2026-07-23T14:59:59.042214034Z [inf]  2026-07-23T14:59:58+0000 | INFO     | aiogram.event | Update id=745924349 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:59:59.042220490Z [inf]  2026-07-23T14:59:58+0000 | INFO     | http | POST /webhook -> 200 (32.4ms)
2026-07-23T14:59:59.360122443Z [inf]  2026-07-23T14:59:59+0000 | INFO     | app.business.handlers | dot-save: photo is regular media (bot_api ok) — skipping silently
2026-07-23T15:00:01.776447917Z [inf]  2026-07-23T15:00:01+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924351
2026-07-23T15:00:01.776451802Z [inf]  2026-07-23T15:00:01+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022412 media=text
2026-07-23T15:00:01.776456192Z [inf]  2026-07-23T15:00:01+0000 | INFO     | aiogram.event | Update id=745924351 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T15:00:01.776460665Z [inf]  2026-07-23T15:00:01+0000 | INFO     | http | POST /webhook -> 200 (38.0ms)
2026-07-23T15:00:03.263308902Z [inf]  2026-07-23T15:00:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924353
2026-07-23T15:00:03.263310487Z [inf]  2026-07-23T15:00:01+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784762 media=text
2026-07-23T15:00:03.263317944Z [inf]  2026-07-23T15:00:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924354
2026-07-23T15:00:03.263321269Z [inf]  2026-07-23T15:00:01+0000 | INFO     | aiogram.event | Update id=745924352 is handled. Duration 45 ms by bot id=1162707887
2026-07-23T15:00:03.263331416Z [inf]  2026-07-23T15:00:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784763 media=text
2026-07-23T15:00:03.263331873Z [inf]  2026-07-23T15:00:01+0000 | INFO     | http | POST /webhook -> 200 (47.4ms)
2026-07-23T15:00:03.263345020Z [inf]  2026-07-23T15:00:02+0000 | INFO     | aiogram.event | Update id=745924353 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T15:00:03.263355886Z [inf]  2026-07-23T15:00:02+0000 | INFO     | http | POST /webhook -> 200 (36.3ms)
2026-07-23T15:00:03.263364712Z [inf]  2026-07-23T15:00:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686949 media=text
2026-07-23T15:00:03.263372524Z [inf]  2026-07-23T15:00:02+0000 | INFO     | aiogram.event | Update id=745924354 is handled. Duration 41 ms by bot id=1162707887
2026-07-23T15:00:03.263383912Z [inf]  2026-07-23T15:00:02+0000 | INFO     | http | POST /webhook -> 200 (44.1ms)
2026-07-23T15:00:03.263502659Z [inf]  2026-07-23T15:00:01+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924352
2026-07-23T15:00:05.116500232Z [inf]  2026-07-23T15:00:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924356
2026-07-23T15:00:05.116508137Z [inf]  2026-07-23T15:00:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924355
2026-07-23T15:00:05.116514841Z [inf]  2026-07-23T15:00:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686950 media=text
2026-07-23T15:00:05.116521621Z [inf]  2026-07-23T15:00:04+0000 | INFO     | aiogram.event | Update id=745924356 is handled. Duration 42 ms by bot id=1162707887
2026-07-23T15:00:05.116528815Z [inf]  2026-07-23T15:00:04+0000 | INFO     | http | POST /webhook -> 200 (47.6ms)
2026-07-23T15:00:05.116535767Z [inf]  2026-07-23T15:00:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784764 media=text
2026-07-23T15:00:05.116542966Z [inf]  2026-07-23T15:00:04+0000 | INFO     | aiogram.event | Update id=745924355 is handled. Duration 46 ms by bot id=1162707887
2026-07-23T15:00:05.116550458Z [inf]  2026-07-23T15:00:04+0000 | INFO     | http | POST /webhook -> 200 (48.6ms)
2026-07-23T15:00:06.848962970Z [inf]  2026-07-23T15:00:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784765 media=text
2026-07-23T15:00:06.848981481Z [inf]  2026-07-23T15:00:05+0000 | INFO     | aiogram.event | Update id=745924357 is handled. Duration 42 ms by bot id=1162707887
2026-07-23T15:00:06.848996336Z [inf]  2026-07-23T15:00:05+0000 | INFO     | http | POST /webhook -> 200 (43.4ms)
2026-07-23T15:00:06.849059166Z [inf]  2026-07-23T15:00:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924358
2026-07-23T15:00:06.849069816Z [inf]  2026-07-23T15:00:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924357
2026-07-23T15:00:06.849081689Z [inf]  2026-07-23T15:00:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686951 media=text
2026-07-23T15:00:06.849090464Z [inf]  2026-07-23T15:00:05+0000 | INFO     | aiogram.event | Update id=745924358 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T15:00:06.849099370Z [inf]  2026-07-23T15:00:05+0000 | INFO     | http | POST /webhook -> 200 (37.5ms)
2026-07-23T15:00:08.778661957Z [inf]  2026-07-23T15:00:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924359
2026-07-23T15:00:08.778666574Z [inf]  2026-07-23T15:00:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924360
2026-07-23T15:00:08.778671069Z [inf]  2026-07-23T15:00:07+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686952 media=text
2026-07-23T15:00:08.778678970Z [inf]  2026-07-23T15:00:07+0000 | INFO     | aiogram.event | Update id=745924359 is handled. Duration 38 ms by bot id=1162707887
2026-07-23T15:00:08.778683736Z [inf]  2026-07-23T15:00:07+0000 | INFO     | http | POST /webhook -> 200 (40.7ms)
2026-07-23T15:00:08.778688664Z [inf]  2026-07-23T15:00:07+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784766 media=text
2026-07-23T15:00:08.778693826Z [inf]  2026-07-23T15:00:07+0000 | INFO     | aiogram.event | Update id=745924360 is handled. Duration 52 ms by bot id=1162707887
2026-07-23T15:00:08.778699273Z [inf]  2026-07-23T15:00:07+0000 | INFO     | http | POST /webhook -> 200 (54.7ms)
2026-07-23T15:00:08.778704184Z [inf]  2026-07-23T15:00:08+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924361
2026-07-23T15:00:08.778708943Z [inf]  2026-07-23T15:00:08+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924362
2026-07-23T15:00:08.778719439Z [inf]  2026-07-23T15:00:08+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686953 media=text
2026-07-23T15:00:08.778723581Z [inf]  2026-07-23T15:00:08+0000 | INFO     | aiogram.event | Update id=745924361 is handled. Duration 36 ms by bot id=1162707887
2026-07-23T15:00:08.778727843Z [inf]  2026-07-23T15:00:08+0000 | INFO     | http | POST /webhook -> 200 (40.3ms)
2026-07-23T15:00:08.778732808Z [inf]  2026-07-23T15:00:08+0000 | INFO     | app.services.message_service | Stored new business message chat_id=739637012 message_id=784767 media=text
2026-07-23T15:00:10.828829825Z [inf]  2026-07-23T15:00:08+0000 | INFO     | aiogram.event | Update id=745924362 is handled. Duration 42 ms by bot id=1162707887
2026-07-23T15:00:10.828836931Z [inf]  2026-07-23T15:00:08+0000 | INFO     | http | POST /webhook -> 200 (44.6ms)
