2026-07-21T20:11:53.749301423Z [inf]  Starting Container
2026-07-21T20:14:15.978190352Z [inf]  2026-07-21T20:14:08+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910237
2026-07-21T20:14:15.978194540Z [inf]  2026-07-21T20:14:08+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686130 media=text
2026-07-21T20:14:15.978197452Z [inf]  2026-07-21T20:14:08+0000 | INFO     | aiogram.event | Update id=745910237 is handled. Duration 30 ms by bot id=1162707887
2026-07-21T20:14:15.978200763Z [inf]  2026-07-21T20:14:08+0000 | INFO     | http | POST /webhook -> 200 (32.6ms)
2026-07-21T20:14:15.978203495Z [inf]  2026-07-21T20:14:09+0000 | INFO     | http | POST /app/api/admin/db/stats -> 200 (38.2ms)
2026-07-21T20:14:15.978206614Z [inf]  2026-07-21T20:14:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910238
2026-07-21T20:14:15.978209524Z [inf]  2026-07-21T20:14:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218678 media=text
2026-07-21T20:14:15.978212418Z [inf]  2026-07-21T20:14:13+0000 | INFO     | aiogram.event | Update id=745910238 is handled. Duration 28 ms by bot id=1162707887
2026-07-21T20:14:15.978215321Z [inf]  2026-07-21T20:14:13+0000 | INFO     | http | POST /webhook -> 200 (29.2ms)
2026-07-21T20:14:16.079884633Z [inf]  2026-07-21T20:14:16+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910239
2026-07-21T20:14:16.093238165Z [inf]  2026-07-21T20:14:16+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686131 media=text
2026-07-21T20:14:16.099758160Z [inf]  2026-07-21T20:14:16+0000 | INFO     | aiogram.event | Update id=745910239 is handled. Duration 32 ms by bot id=1162707887
2026-07-21T20:14:16.099761817Z [inf]  2026-07-21T20:14:16+0000 | INFO     | http | POST /webhook -> 200 (34.4ms)
2026-07-21T20:14:23.292081693Z [inf]  2026-07-21T20:14:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910240
2026-07-21T20:14:23.315022885Z [inf]  2026-07-21T20:14:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218679 media=text
2026-07-21T20:14:23.316810700Z [inf]  2026-07-21T20:14:23+0000 | INFO     | aiogram.event | Update id=745910240 is handled. Duration 25 ms by bot id=1162707887
2026-07-21T20:14:23.316816386Z [inf]  2026-07-21T20:14:23+0000 | INFO     | http | POST /webhook -> 200 (26.2ms)
2026-07-21T20:14:32.753806162Z [inf]  2026-07-21T20:14:32+0000 | INFO     | aiogram.event | Update id=745910241 is handled. Duration 27 ms by bot id=1162707887
2026-07-21T20:14:32.753813932Z [inf]  2026-07-21T20:14:32+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910241
2026-07-21T20:14:32.753814881Z [inf]  2026-07-21T20:14:32+0000 | INFO     | http | POST /webhook -> 200 (29.5ms)
2026-07-21T20:14:32.753822841Z [inf]  2026-07-21T20:14:32+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686132 media=text
2026-07-21T20:14:33.846151371Z [inf]  2026-07-21T20:14:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910242
2026-07-21T20:14:33.868081511Z [inf]  2026-07-21T20:14:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2040216796 message_id=686133 media=text
2026-07-21T20:14:33.875017163Z [inf]  2026-07-21T20:14:33+0000 | INFO     | aiogram.event | Update id=745910242 is handled. Duration 27 ms by bot id=1162707887
2026-07-21T20:14:33.875024176Z [inf]  2026-07-21T20:14:33+0000 | INFO     | http | POST /webhook -> 200 (28.5ms)
2026-07-21T20:14:35.754982991Z [inf]  2026-07-21T20:14:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910243
2026-07-21T20:14:35.754986548Z [inf]  2026-07-21T20:14:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218680 media=text
2026-07-21T20:14:35.754990406Z [inf]  2026-07-21T20:14:35+0000 | INFO     | aiogram.event | Update id=745910243 is handled. Duration 26 ms by bot id=1162707887
2026-07-21T20:14:35.754994089Z [inf]  2026-07-21T20:14:35+0000 | INFO     | http | POST /webhook -> 200 (27.6ms)
2026-07-21T20:14:55.448510702Z [inf]  2026-07-21T20:14:45+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910244
2026-07-21T20:14:55.448515773Z [inf]  2026-07-21T20:14:45+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218681 media=text
2026-07-21T20:14:55.448519319Z [inf]  2026-07-21T20:14:45+0000 | INFO     | aiogram.event | Update id=745910244 is handled. Duration 26 ms by bot id=1162707887
2026-07-21T20:14:55.448523077Z [inf]  2026-07-21T20:14:45+0000 | INFO     | http | POST /webhook -> 200 (27.6ms)
2026-07-21T20:14:56.054221287Z [inf]  2026-07-21T20:14:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910245
2026-07-21T20:14:56.080135982Z [inf]  2026-07-21T20:14:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218682 media=text
2026-07-21T20:14:56.081753390Z [inf]  2026-07-21T20:14:56+0000 | INFO     | aiogram.event | Update id=745910245 is handled. Duration 27 ms by bot id=1162707887
2026-07-21T20:14:56.081759568Z [inf]  2026-07-21T20:14:56+0000 | INFO     | http | POST /webhook -> 200 (28.8ms)
2026-07-21T20:15:05.823543964Z [inf]  2026-07-21T20:15:05+0000 | INFO     | aiogram.event | Update id=745910246 is handled. Duration 29 ms by bot id=1162707887
2026-07-21T20:15:05.823550498Z [inf]  2026-07-21T20:15:05+0000 | INFO     | http | POST /webhook -> 200 (30.0ms)
2026-07-21T20:15:05.823579063Z [inf]  2026-07-21T20:15:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910246
2026-07-21T20:15:05.823583828Z [inf]  2026-07-21T20:15:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218683 media=text
2026-07-21T20:15:13.851551180Z [inf]  2026-07-21T20:15:13+0000 | INFO     | http | POST /webhook -> 200 (28.8ms)
2026-07-21T20:15:13.851557809Z [inf]  2026-07-21T20:15:13+0000 | INFO     | app.business.handlers | dot-save: message 218683 is non-media (type=MediaType.TEXT) — skipping
2026-07-21T20:15:13.851570133Z [inf]  2026-07-21T20:15:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745910247
2026-07-21T20:15:13.851574541Z [inf]  2026-07-21T20:15:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=888323651 message_id=218684 media=text
2026-07-21T20:15:13.851585634Z [inf]  2026-07-21T20:15:13+0000 | INFO     | app.business.handlers | dot-save: triggered owner=1549898350 chat=888323651 reply_to=218683
2026-07-21T20:15:13.851596679Z [inf]  2026-07-21T20:15:13+0000 | INFO     | aiogram.event | Update id=745910247 is handled. Duration 27 ms by bot id=1162707887
