2026-07-27T19:38:23.484954592Z [inf]  Starting Container
2026-07-27T19:40:13.671113223Z [inf]  2026-07-27T19:40:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30157 media=photo
2026-07-27T19:40:13.671119903Z [inf]  2026-07-27T19:40:13+0000 | INFO     | app.business.handlers | mute check: chat=5592820055 msg_id=30157 delete_active=False
2026-07-27T19:40:13.677282943Z [inf]  2026-07-27T19:40:13+0000 | INFO     | aiogram.event | Update id=745968250 is handled. Duration 7 ms by bot id=1162707887
2026-07-27T19:40:13.677286993Z [inf]  2026-07-27T19:40:13+0000 | INFO     | http | POST /webhook -> 200 (9.5ms)
2026-07-27T19:40:14.296061156Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968251
2026-07-27T19:40:14.296063756Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030188 media=text
2026-07-27T19:40:14.296066246Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.business.handlers | mute check: chat=731433102 msg_id=1030188 delete_active=False
2026-07-27T19:40:14.296069236Z [inf]  2026-07-27T19:40:14+0000 | INFO     | aiogram.event | Update id=745968251 is handled. Duration 9 ms by bot id=1162707887
2026-07-27T19:40:14.296072426Z [inf]  2026-07-27T19:40:14+0000 | INFO     | http | POST /webhook -> 200 (10.5ms)
2026-07-27T19:40:14.953620093Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968252
2026-07-27T19:40:14.954792227Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968253
2026-07-27T19:40:14.967947653Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571638 media=text
2026-07-27T19:40:14.967954013Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.business.handlers | mute check: chat=6881815417 msg_id=571638 delete_active=True
2026-07-27T19:40:14.967958483Z [inf]  2026-07-27T19:40:14+0000 | WARNING  | app.business.handlers | mute: delete FAILED msg_id=571638 chat=6881815417: Bot.delete_message() got an unexpected keyword argument 'business_connection_id'
2026-07-27T19:40:14.968961918Z [inf]  2026-07-27T19:40:14+0000 | INFO     | aiogram.event | Update id=745968252 is handled. Duration 16 ms by bot id=1162707887
2026-07-27T19:40:14.968965358Z [inf]  2026-07-27T19:40:14+0000 | INFO     | http | POST /webhook -> 200 (18.3ms)
2026-07-27T19:40:14.971826474Z [inf]  2026-07-27T19:40:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47783 media=text
2026-07-27T19:40:14.971833104Z [inf]  2026-07-27T19:40:14+0000 | INFO     | aiogram.event | Update id=745968253 is handled. Duration 16 ms by bot id=1162707887
2026-07-27T19:40:14.971838144Z [inf]  2026-07-27T19:40:14+0000 | INFO     | http | POST /webhook -> 200 (17.9ms)
2026-07-27T19:40:15.390639549Z [inf]  2026-07-27T19:40:15+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968254
2026-07-27T19:40:15.390643569Z [inf]  2026-07-27T19:40:15+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5592820055 message_id=30158 media=text
2026-07-27T19:40:15.390647639Z [inf]  2026-07-27T19:40:15+0000 | INFO     | app.business.handlers | mute check: chat=5592820055 msg_id=30158 delete_active=False
2026-07-27T19:40:15.390651169Z [inf]  2026-07-27T19:40:15+0000 | INFO     | aiogram.event | Update id=745968254 is handled. Duration 11 ms by bot id=1162707887
2026-07-27T19:40:15.390654529Z [inf]  2026-07-27T19:40:15+0000 | INFO     | http | POST /webhook -> 200 (12.9ms)
2026-07-27T19:40:19.652253002Z [inf]  2026-07-27T19:40:19+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968255
2026-07-27T19:40:19.652257832Z [inf]  2026-07-27T19:40:19+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=157003 media=text
2026-07-27T19:40:19.652262032Z [inf]  2026-07-27T19:40:19+0000 | INFO     | aiogram.event | Update id=745968255 is handled. Duration 10 ms by bot id=1162707887
2026-07-27T19:40:19.652270162Z [inf]  2026-07-27T19:40:19+0000 | INFO     | http | POST /webhook -> 200 (12.0ms)
2026-07-27T19:40:22.749703054Z [inf]  2026-07-27T19:40:22+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745968256
2026-07-27T19:40:22.756130002Z [inf]  2026-07-27T19:40:22+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=157004 media=text
2026-07-27T19:40:22.757131427Z [inf]  2026-07-27T19:40:22+0000 | INFO     | aiogram.event | Update id=745968256 is handled. Duration 10 ms by bot id=1162707887
2026-07-27T19:40:22.757136147Z [inf]  2026-07-27T19:40:22+0000 | INFO     | http | POST /webhook -> 200 (11.4ms)
