2026-07-20T17:10:43.069107558Z [inf]  Starting Container
2026-07-20T17:17:04.525288697Z [inf]  2026-07-20T17:16:55+0000 | INFO     | aiogram.event | Update id=745899704 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:17:04.525292051Z [inf]  2026-07-20T17:16:55+0000 | INFO     | http | POST /webhook -> 200 (23.2ms)
2026-07-20T17:17:04.525295840Z [inf]  2026-07-20T17:16:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899705
2026-07-20T17:17:04.525299448Z [inf]  2026-07-20T17:16:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410820 media=text
2026-07-20T17:17:04.525302927Z [inf]  2026-07-20T17:16:58+0000 | INFO     | aiogram.event | Update id=745899705 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:17:04.525306865Z [inf]  2026-07-20T17:16:58+0000 | INFO     | http | POST /webhook -> 200 (29.1ms)
2026-07-20T17:17:04.525311232Z [inf]  2026-07-20T17:17:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899706
2026-07-20T17:17:04.525315498Z [inf]  2026-07-20T17:17:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410821 media=text
2026-07-20T17:17:04.525319612Z [inf]  2026-07-20T17:17:03+0000 | INFO     | aiogram.event | Update id=745899706 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:17:04.525323168Z [inf]  2026-07-20T17:17:03+0000 | INFO     | http | POST /webhook -> 200 (22.5ms)
2026-07-20T17:17:12.390576181Z [inf]  2026-07-20T17:17:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899707
2026-07-20T17:17:12.416451306Z [inf]  2026-07-20T17:17:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8336979229 message_id=1803315 media=text
2026-07-20T17:17:12.416455766Z [inf]  2026-07-20T17:17:12+0000 | INFO     | aiogram.event | Update id=745899707 is handled. Duration 22 ms by bot id=1162707887
2026-07-20T17:17:12.416459547Z [inf]  2026-07-20T17:17:12+0000 | INFO     | http | POST /webhook -> 200 (24.9ms)
2026-07-20T17:17:32.194276917Z [inf]  2026-07-20T17:17:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899708
2026-07-20T17:17:32.194280707Z [inf]  2026-07-20T17:17:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410822 media=text
2026-07-20T17:17:32.194283865Z [inf]  2026-07-20T17:17:27+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410815
2026-07-20T17:17:32.194287888Z [inf]  2026-07-20T17:17:27+0000 | INFO     | aiogram.event | Update id=745899708 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:17:32.194291400Z [inf]  2026-07-20T17:17:27+0000 | INFO     | http | POST /webhook -> 200 (25.0ms)
2026-07-20T17:17:32.194295729Z [inf]  2026-07-20T17:17:27+0000 | INFO     | app.business.handlers | dot-save: message 1410815 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:17:33.817149956Z [inf]  2026-07-20T17:17:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899709
2026-07-20T17:17:33.817157338Z [inf]  2026-07-20T17:17:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410823 media=text
2026-07-20T17:17:33.817160371Z [inf]  2026-07-20T17:17:33+0000 | INFO     | aiogram.event | Update id=745899709 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:17:33.817168837Z [inf]  2026-07-20T17:17:33+0000 | INFO     | http | POST /webhook -> 200 (27.1ms)
2026-07-20T17:17:36.825710322Z [inf]  2026-07-20T17:17:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899710
2026-07-20T17:17:36.825717573Z [inf]  2026-07-20T17:17:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410824 media=sticker
2026-07-20T17:17:36.825724511Z [inf]  2026-07-20T17:17:36+0000 | INFO     | aiogram.event | Update id=745899710 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:17:36.825728170Z [inf]  2026-07-20T17:17:36+0000 | INFO     | http | POST /webhook -> 200 (31.6ms)
2026-07-20T17:18:16.636956470Z [inf]  2026-07-20T17:18:08+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899711
2026-07-20T17:18:16.636960272Z [inf]  2026-07-20T17:18:08+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410825 media=text
2026-07-20T17:18:16.636964421Z [inf]  2026-07-20T17:18:08+0000 | INFO     | aiogram.event | Update id=745899711 is handled. Duration 27 ms by bot id=1162707887
2026-07-20T17:18:16.636968236Z [inf]  2026-07-20T17:18:08+0000 | INFO     | http | POST /webhook -> 200 (28.4ms)
2026-07-20T17:18:36.657744344Z [inf]  2026-07-20T17:18:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899712
2026-07-20T17:18:36.657752866Z [inf]  2026-07-20T17:18:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410826 media=text
2026-07-20T17:18:36.657757247Z [inf]  2026-07-20T17:18:30+0000 | INFO     | aiogram.event | Update id=745899712 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:18:36.657761280Z [inf]  2026-07-20T17:18:30+0000 | INFO     | http | POST /webhook -> 200 (26.7ms)
2026-07-20T17:18:36.657764926Z [inf]  2026-07-20T17:18:34+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899713
2026-07-20T17:18:36.657769007Z [inf]  2026-07-20T17:18:34+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410827 media=photo
2026-07-20T17:18:36.657775081Z [inf]  2026-07-20T17:18:36+0000 | INFO     | aiogram.event | Update id=745899713 is handled. Duration 1130 ms by bot id=1162707887
2026-07-20T17:18:36.657779467Z [inf]  2026-07-20T17:18:36+0000 | INFO     | http | POST /webhook -> 200 (1131.2ms)
2026-07-20T17:19:06.324183218Z [inf]  2026-07-20T17:18:59+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899714
2026-07-20T17:19:06.324186588Z [inf]  2026-07-20T17:19:00+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410828 media=photo
2026-07-20T17:19:06.324190002Z [inf]  2026-07-20T17:19:01+0000 | INFO     | aiogram.event | Update id=745899714 is handled. Duration 1200 ms by bot id=1162707887
2026-07-20T17:19:06.324193665Z [inf]  2026-07-20T17:19:01+0000 | INFO     | http | POST /webhook -> 200 (1201.6ms)
2026-07-20T17:19:26.255611774Z [inf]  2026-07-20T17:19:21+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899715
2026-07-20T17:19:26.255615212Z [inf]  2026-07-20T17:19:21+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410829 media=text
2026-07-20T17:19:26.255619495Z [inf]  2026-07-20T17:19:21+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410826
2026-07-20T17:19:26.255622786Z [inf]  2026-07-20T17:19:21+0000 | INFO     | aiogram.event | Update id=745899715 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:19:26.255626769Z [inf]  2026-07-20T17:19:21+0000 | INFO     | http | POST /webhook -> 200 (26.9ms)
2026-07-20T17:19:26.255630305Z [inf]  2026-07-20T17:19:21+0000 | INFO     | app.business.handlers | dot-save: message 1410826 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:20:06.040672964Z [inf]  2026-07-20T17:19:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899716
2026-07-20T17:20:06.040678251Z [inf]  2026-07-20T17:19:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410830 media=text
2026-07-20T17:20:06.040681836Z [inf]  2026-07-20T17:19:57+0000 | INFO     | aiogram.event | Update id=745899716 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:20:06.040684688Z [inf]  2026-07-20T17:19:57+0000 | INFO     | http | POST /webhook -> 200 (30.1ms)
2026-07-20T17:20:06.040687779Z [inf]  2026-07-20T17:20:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899717
2026-07-20T17:20:06.040690554Z [inf]  2026-07-20T17:20:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410831 media=text
2026-07-20T17:20:06.040693588Z [inf]  2026-07-20T17:20:02+0000 | INFO     | aiogram.event | Update id=745899717 is handled. Duration 39 ms by bot id=1162707887
2026-07-20T17:20:06.040696565Z [inf]  2026-07-20T17:20:02+0000 | INFO     | http | POST /webhook -> 200 (40.8ms)
2026-07-20T17:20:26.050120539Z [inf]  2026-07-20T17:20:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899718
2026-07-20T17:20:26.050125727Z [inf]  2026-07-20T17:20:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410832 media=text
2026-07-20T17:20:26.050129287Z [inf]  2026-07-20T17:20:23+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410830
2026-07-20T17:20:26.050132658Z [inf]  2026-07-20T17:20:23+0000 | INFO     | aiogram.event | Update id=745899718 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:20:26.050137389Z [inf]  2026-07-20T17:20:23+0000 | INFO     | http | POST /webhook -> 200 (26.1ms)
2026-07-20T17:20:26.050140835Z [inf]  2026-07-20T17:20:23+0000 | INFO     | app.business.handlers | dot-save: message 1410830 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:20:27.396127356Z [inf]  2026-07-20T17:20:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899719
2026-07-20T17:20:27.409816461Z [inf]  2026-07-20T17:20:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410833 media=text
2026-07-20T17:20:27.416600998Z [inf]  2026-07-20T17:20:27+0000 | INFO     | aiogram.event | Update id=745899719 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:20:27.416606505Z [inf]  2026-07-20T17:20:27+0000 | INFO     | http | POST /webhook -> 200 (23.6ms)
2026-07-20T17:20:47.396767683Z [inf]  2026-07-20T17:20:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899720
2026-07-20T17:20:47.396772443Z [inf]  2026-07-20T17:20:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410834 media=text
2026-07-20T17:20:47.396776513Z [inf]  2026-07-20T17:20:43+0000 | INFO     | aiogram.event | Update id=745899720 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:20:47.396779415Z [inf]  2026-07-20T17:20:43+0000 | INFO     | http | POST /webhook -> 200 (27.3ms)
2026-07-20T17:21:07.425209396Z [inf]  2026-07-20T17:20:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899721
2026-07-20T17:21:07.425212208Z [inf]  2026-07-20T17:20:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410835 media=text
2026-07-20T17:21:07.425214941Z [inf]  2026-07-20T17:20:57+0000 | INFO     | aiogram.event | Update id=745899721 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:21:07.425217790Z [inf]  2026-07-20T17:20:57+0000 | INFO     | http | POST /webhook -> 200 (24.0ms)
2026-07-20T17:21:57.131949480Z [inf]  2026-07-20T17:21:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899722
2026-07-20T17:21:57.131956556Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410836 media=text
2026-07-20T17:21:57.131961918Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410831
2026-07-20T17:21:57.131966402Z [inf]  2026-07-20T17:21:54+0000 | INFO     | aiogram.event | Update id=745899722 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:21:57.131971716Z [inf]  2026-07-20T17:21:54+0000 | INFO     | http | POST /webhook -> 200 (26.7ms)
2026-07-20T17:21:57.131976270Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.business.handlers | dot-save: message 1410831 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:21:57.131980270Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899723
2026-07-20T17:21:57.131984581Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410837 media=text
2026-07-20T17:21:57.131988574Z [inf]  2026-07-20T17:21:54+0000 | INFO     | aiogram.event | Update id=745899723 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:21:57.131992765Z [inf]  2026-07-20T17:21:54+0000 | INFO     | http | POST /webhook -> 200 (22.9ms)
2026-07-20T17:21:57.131996755Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899724
2026-07-20T17:21:57.132002409Z [inf]  2026-07-20T17:21:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410838 media=text
2026-07-20T17:21:57.132006200Z [inf]  2026-07-20T17:21:54+0000 | INFO     | aiogram.event | Update id=745899724 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:21:57.133409640Z [inf]  2026-07-20T17:21:54+0000 | INFO     | http | POST /webhook -> 200 (27.1ms)
2026-07-20T17:21:57.133415152Z [inf]  2026-07-20T17:21:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899724
2026-07-20T17:21:57.133418641Z [inf]  2026-07-20T17:21:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410838 media=text
2026-07-20T17:21:57.133422190Z [inf]  2026-07-20T17:21:56+0000 | INFO     | aiogram.event | Update id=745899724 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:21:57.133425047Z [inf]  2026-07-20T17:21:56+0000 | INFO     | http | POST /webhook -> 200 (25.4ms)
2026-07-20T17:22:36.905653335Z [inf]  2026-07-20T17:22:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899725
2026-07-20T17:22:36.905688924Z [inf]  2026-07-20T17:22:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7634527457 message_id=1017973 media=text
2026-07-20T17:22:36.905693744Z [inf]  2026-07-20T17:22:29+0000 | INFO     | aiogram.event | Update id=745899725 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:22:36.905698219Z [inf]  2026-07-20T17:22:29+0000 | INFO     | http | POST /webhook -> 200 (25.6ms)
2026-07-20T17:22:36.905703236Z [inf]  2026-07-20T17:22:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899726
2026-07-20T17:22:36.905708006Z [inf]  2026-07-20T17:22:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410839 media=text
2026-07-20T17:22:36.905711842Z [inf]  2026-07-20T17:22:33+0000 | INFO     | aiogram.event | Update id=745899726 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:22:36.905715613Z [inf]  2026-07-20T17:22:33+0000 | INFO     | http | POST /webhook -> 200 (23.3ms)
2026-07-20T17:22:36.905719523Z [inf]  2026-07-20T17:22:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899727
2026-07-20T17:22:36.905723374Z [inf]  2026-07-20T17:22:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7634527457 message_id=1017974 media=text
2026-07-20T17:22:36.905727317Z [inf]  2026-07-20T17:22:33+0000 | INFO     | aiogram.event | Update id=745899727 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:22:36.905731132Z [inf]  2026-07-20T17:22:33+0000 | INFO     | http | POST /webhook -> 200 (22.3ms)
2026-07-20T17:22:43.980779169Z [inf]  2026-07-20T17:22:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899728
2026-07-20T17:22:43.980787045Z [inf]  2026-07-20T17:22:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410840 media=text
2026-07-20T17:22:43.980791558Z [inf]  2026-07-20T17:22:43+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410834
2026-07-20T17:22:43.980795087Z [inf]  2026-07-20T17:22:43+0000 | INFO     | app.business.handlers | dot-save: message 1410834 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:22:43.980798421Z [inf]  2026-07-20T17:22:43+0000 | INFO     | aiogram.event | Update id=745899728 is handled. Duration 150 ms by bot id=1162707887
2026-07-20T17:22:43.980801495Z [inf]  2026-07-20T17:22:43+0000 | INFO     | http | POST /webhook -> 200 (151.9ms)
2026-07-20T17:22:48.034424993Z [inf]  2026-07-20T17:22:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899729
2026-07-20T17:22:48.034428065Z [inf]  2026-07-20T17:22:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410841 media=text
2026-07-20T17:22:48.034430933Z [inf]  2026-07-20T17:22:48+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410839
2026-07-20T17:22:48.041543499Z [inf]  2026-07-20T17:22:48+0000 | INFO     | aiogram.event | Update id=745899729 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:22:48.041548067Z [inf]  2026-07-20T17:22:48+0000 | INFO     | http | POST /webhook -> 200 (28.0ms)
2026-07-20T17:22:48.047850700Z [inf]  2026-07-20T17:22:48+0000 | INFO     | app.business.handlers | dot-save: message 1410839 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:22:54.070239267Z [inf]  2026-07-20T17:22:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899730
2026-07-20T17:22:54.085987398Z [inf]  2026-07-20T17:22:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410842 media=text
2026-07-20T17:22:54.092378417Z [inf]  2026-07-20T17:22:54+0000 | INFO     | aiogram.event | Update id=745899730 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:22:54.092384581Z [inf]  2026-07-20T17:22:54+0000 | INFO     | http | POST /webhook -> 200 (29.2ms)
2026-07-20T17:23:13.797858299Z [inf]  2026-07-20T17:23:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899731
2026-07-20T17:23:13.797863620Z [inf]  2026-07-20T17:23:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410843 media=photo
2026-07-20T17:23:13.797874348Z [inf]  2026-07-20T17:23:05+0000 | INFO     | aiogram.event | Update id=745899731 is handled. Duration 927 ms by bot id=1162707887
2026-07-20T17:23:13.797878691Z [inf]  2026-07-20T17:23:05+0000 | INFO     | http | POST /webhook -> 200 (929.4ms)
2026-07-20T17:23:14.736876601Z [inf]  2026-07-20T17:23:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899732
2026-07-20T17:23:14.752777061Z [inf]  2026-07-20T17:23:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410844 media=text
2026-07-20T17:23:14.752781541Z [inf]  2026-07-20T17:23:14+0000 | INFO     | aiogram.event | Update id=745899732 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:23:14.752784732Z [inf]  2026-07-20T17:23:14+0000 | INFO     | http | POST /webhook -> 200 (27.8ms)
2026-07-20T17:23:34.740239304Z [inf]  2026-07-20T17:23:32+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899733
2026-07-20T17:23:34.740249998Z [inf]  2026-07-20T17:23:32+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410845 media=text
2026-07-20T17:23:34.740253358Z [inf]  2026-07-20T17:23:32+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410844
2026-07-20T17:23:34.740256228Z [inf]  2026-07-20T17:23:32+0000 | INFO     | aiogram.event | Update id=745899733 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:23:34.740259178Z [inf]  2026-07-20T17:23:32+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:23:34.740261849Z [inf]  2026-07-20T17:23:32+0000 | INFO     | app.business.handlers | dot-save: message 1410844 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:23:34.740264514Z [inf]  2026-07-20T17:23:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899734
2026-07-20T17:23:34.740267283Z [inf]  2026-07-20T17:23:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26216 media=text
2026-07-20T17:23:34.740270851Z [inf]  2026-07-20T17:23:33+0000 | INFO     | aiogram.event | Update id=745899734 is handled. Duration 27 ms by bot id=1162707887
2026-07-20T17:23:34.740275078Z [inf]  2026-07-20T17:23:33+0000 | INFO     | http | POST /webhook -> 200 (27.3ms)
2026-07-20T17:23:38.585940981Z [inf]  2026-07-20T17:23:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899735
2026-07-20T17:23:38.585943850Z [inf]  2026-07-20T17:23:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410846 media=sticker
2026-07-20T17:23:38.585946784Z [inf]  2026-07-20T17:23:38+0000 | INFO     | aiogram.event | Update id=745899735 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:23:38.585949617Z [inf]  2026-07-20T17:23:38+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-20T17:23:43.588507137Z [inf]  2026-07-20T17:23:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899736
2026-07-20T17:23:43.588515132Z [inf]  2026-07-20T17:23:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410847 media=text
2026-07-20T17:23:43.588519296Z [inf]  2026-07-20T17:23:43+0000 | INFO     | aiogram.event | Update id=745899736 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:23:43.588523848Z [inf]  2026-07-20T17:23:43+0000 | INFO     | http | POST /webhook -> 200 (22.3ms)
2026-07-20T17:23:44.630763575Z [inf]  2026-07-20T17:23:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899737
2026-07-20T17:23:44.630766272Z [inf]  2026-07-20T17:23:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26217 media=text
2026-07-20T17:23:44.630768817Z [inf]  2026-07-20T17:23:44+0000 | INFO     | aiogram.event | Update id=745899737 is handled. Duration 33 ms by bot id=1162707887
2026-07-20T17:23:44.630771551Z [inf]  2026-07-20T17:23:44+0000 | INFO     | http | POST /webhook -> 200 (35.9ms)
2026-07-20T17:23:47.168078569Z [inf]  2026-07-20T17:23:47+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899738
2026-07-20T17:23:47.589025169Z [inf]  2026-07-20T17:23:47+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26218 media=text
2026-07-20T17:23:47.589028234Z [inf]  2026-07-20T17:23:47+0000 | INFO     | aiogram.event | Update id=745899738 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:23:47.589031068Z [inf]  2026-07-20T17:23:47+0000 | INFO     | http | POST /webhook -> 200 (22.3ms)
2026-07-20T17:24:27.272188088Z [inf]  2026-07-20T17:24:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410848 media=text
2026-07-20T17:24:27.272194483Z [inf]  2026-07-20T17:24:23+0000 | INFO     | aiogram.event | Update id=745899740 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:24:27.272199232Z [inf]  2026-07-20T17:24:23+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:24:27.272203278Z [inf]  2026-07-20T17:24:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899741
2026-07-20T17:24:27.272207030Z [inf]  2026-07-20T17:24:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26220 media=text
2026-07-20T17:24:27.272210415Z [inf]  2026-07-20T17:24:24+0000 | INFO     | aiogram.event | Update id=745899741 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:24:27.272213988Z [inf]  2026-07-20T17:24:24+0000 | INFO     | http | POST /webhook -> 200 (22.8ms)
2026-07-20T17:24:27.272217264Z [inf]  2026-07-20T17:24:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899739
2026-07-20T17:24:27.272220314Z [inf]  2026-07-20T17:24:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26219 media=text
2026-07-20T17:24:27.272223598Z [inf]  2026-07-20T17:24:18+0000 | INFO     | aiogram.event | Update id=745899739 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:24:27.272226688Z [inf]  2026-07-20T17:24:18+0000 | INFO     | http | POST /webhook -> 200 (23.2ms)
2026-07-20T17:24:27.272229658Z [inf]  2026-07-20T17:24:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899740
2026-07-20T17:24:30.976066612Z [inf]  2026-07-20T17:24:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899742
2026-07-20T17:24:30.976069690Z [inf]  2026-07-20T17:24:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26221 media=text
2026-07-20T17:24:30.976072764Z [inf]  2026-07-20T17:24:30+0000 | INFO     | aiogram.event | Update id=745899742 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:24:30.976075751Z [inf]  2026-07-20T17:24:30+0000 | INFO     | http | POST /webhook -> 200 (23.7ms)
2026-07-20T17:24:50.788938491Z [inf]  2026-07-20T17:24:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899743
2026-07-20T17:24:50.788943171Z [inf]  2026-07-20T17:24:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410849 media=text
2026-07-20T17:24:50.788947696Z [inf]  2026-07-20T17:24:48+0000 | INFO     | aiogram.event | Update id=745899743 is handled. Duration 27 ms by bot id=1162707887
2026-07-20T17:24:50.788951844Z [inf]  2026-07-20T17:24:48+0000 | INFO     | http | POST /webhook -> 200 (28.5ms)
2026-07-20T17:24:50.788955648Z [inf]  2026-07-20T17:24:50+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899744
2026-07-20T17:24:50.788961336Z [inf]  2026-07-20T17:24:50+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26222 media=document
2026-07-20T17:24:50.788966180Z [inf]  2026-07-20T17:24:50+0000 | INFO     | aiogram.event | Update id=745899744 is handled. Duration 57 ms by bot id=1162707887
2026-07-20T17:24:50.788970551Z [inf]  2026-07-20T17:24:50+0000 | INFO     | http | POST /webhook -> 200 (57.5ms)
2026-07-20T17:24:56.645883427Z [inf]  2026-07-20T17:24:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899745
2026-07-20T17:24:56.660005572Z [inf]  2026-07-20T17:24:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26223 media=text
2026-07-20T17:24:56.667180293Z [inf]  2026-07-20T17:24:56+0000 | INFO     | aiogram.event | Update id=745899745 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:24:56.667186576Z [inf]  2026-07-20T17:24:56+0000 | INFO     | http | POST /webhook -> 200 (24.0ms)
2026-07-20T17:25:16.677714775Z [inf]  2026-07-20T17:25:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899746
