2026-07-23T14:39:30.392088058Z [inf]  Starting Container
2026-07-23T14:43:00.084751831Z [inf]  2026-07-23T14:42:57+0000 | INFO     | http | POST /webhook -> 200 (28.3ms)
2026-07-23T14:43:00.084857809Z [inf]  2026-07-23T14:42:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924116
2026-07-23T14:43:07.313035107Z [inf]  2026-07-23T14:43:06+0000 | INFO     | aiogram.event | Update id=745924117 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:43:07.313044277Z [inf]  2026-07-23T14:43:06+0000 | INFO     | http | POST /webhook -> 200 (33.6ms)
2026-07-23T14:43:07.313144005Z [inf]  2026-07-23T14:43:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924117
2026-07-23T14:43:07.313151332Z [inf]  2026-07-23T14:43:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784648 media=text
2026-07-23T14:43:13.369935650Z [inf]  2026-07-23T14:43:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924118
2026-07-23T14:43:13.391346595Z [inf]  2026-07-23T14:43:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784649 media=text
2026-07-23T14:43:13.396198577Z [inf]  2026-07-23T14:43:13+0000 | INFO     | aiogram.event | Update id=745924118 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:43:13.396207684Z [inf]  2026-07-23T14:43:13+0000 | INFO     | http | POST /webhook -> 200 (29.1ms)
2026-07-23T14:43:22.890601306Z [inf]  2026-07-23T14:43:22+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924119
2026-07-23T14:43:22.890607922Z [inf]  2026-07-23T14:43:22+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784650 media=text
2026-07-23T14:43:22.890615271Z [inf]  2026-07-23T14:43:22+0000 | INFO     | aiogram.event | Update id=745924119 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:43:22.890621655Z [inf]  2026-07-23T14:43:22+0000 | INFO     | http | POST /webhook -> 200 (29.7ms)
2026-07-23T14:43:30.968782179Z [inf]  2026-07-23T14:43:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924120
2026-07-23T14:43:30.968788050Z [inf]  2026-07-23T14:43:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784651 media=text
2026-07-23T14:43:30.968794537Z [inf]  2026-07-23T14:43:30+0000 | INFO     | aiogram.event | Update id=745924120 is handled. Duration 37 ms by bot id=1162707887
2026-07-23T14:43:30.968800417Z [inf]  2026-07-23T14:43:30+0000 | INFO     | http | POST /webhook -> 200 (39.2ms)
2026-07-23T14:43:35.548830266Z [inf]  2026-07-23T14:43:34+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924121
2026-07-23T14:43:35.548837676Z [inf]  2026-07-23T14:43:34+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784652 media=text
2026-07-23T14:43:35.548844171Z [inf]  2026-07-23T14:43:34+0000 | INFO     | aiogram.event | Update id=745924121 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T14:43:35.548850363Z [inf]  2026-07-23T14:43:34+0000 | INFO     | http | POST /webhook -> 200 (36.5ms)
2026-07-23T14:43:55.723143037Z [inf]  2026-07-23T14:43:45+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924122
2026-07-23T14:43:55.723246616Z [inf]  2026-07-23T14:43:45+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784653 media=text
2026-07-23T14:43:55.723256408Z [inf]  2026-07-23T14:43:45+0000 | INFO     | aiogram.event | Update id=745924122 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:43:55.723264613Z [inf]  2026-07-23T14:43:45+0000 | INFO     | http | POST /webhook -> 200 (28.3ms)
2026-07-23T14:43:55.723272896Z [inf]  2026-07-23T14:43:47+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924123
2026-07-23T14:43:55.723281091Z [inf]  2026-07-23T14:43:47+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784654 media=text
2026-07-23T14:43:55.723289170Z [inf]  2026-07-23T14:43:47+0000 | INFO     | aiogram.event | Update id=745924123 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:43:55.723296967Z [inf]  2026-07-23T14:43:47+0000 | INFO     | http | POST /webhook -> 200 (27.0ms)
2026-07-23T14:43:55.723304900Z [inf]  2026-07-23T14:43:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924124
2026-07-23T14:43:55.723312189Z [inf]  2026-07-23T14:43:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784655 media=text
2026-07-23T14:43:55.723320641Z [inf]  2026-07-23T14:43:49+0000 | INFO     | aiogram.event | Update id=745924124 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:43:55.723328632Z [inf]  2026-07-23T14:43:49+0000 | INFO     | http | POST /webhook -> 200 (29.3ms)
2026-07-23T14:43:58.503395841Z [inf]  2026-07-23T14:43:57+0000 | INFO     | http | POST /webhook -> 200 (33.1ms)
2026-07-23T14:43:58.503522473Z [inf]  2026-07-23T14:43:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924125
2026-07-23T14:43:58.503527590Z [inf]  2026-07-23T14:43:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784656 media=text
2026-07-23T14:43:58.503532304Z [inf]  2026-07-23T14:43:57+0000 | INFO     | aiogram.event | Update id=745924125 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:44:00.516721498Z [inf]  2026-07-23T14:44:00+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924126
2026-07-23T14:44:00.516728914Z [inf]  2026-07-23T14:44:00+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784657 media=text
2026-07-23T14:44:00.516735731Z [inf]  2026-07-23T14:44:00+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784655
2026-07-23T14:44:00.516742583Z [inf]  2026-07-23T14:44:00+0000 | INFO     | aiogram.event | Update id=745924126 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:44:00.516749548Z [inf]  2026-07-23T14:44:00+0000 | INFO     | http | POST /webhook -> 200 (30.1ms)
2026-07-23T14:44:00.516755858Z [inf]  2026-07-23T14:44:00+0000 | INFO     | app.business.handlers | dot-save: message 784655 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:44:02.490541594Z [inf]  2026-07-23T14:44:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924127
2026-07-23T14:44:02.490545991Z [inf]  2026-07-23T14:44:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784658 media=text
2026-07-23T14:44:02.490550765Z [inf]  2026-07-23T14:44:02+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784656
2026-07-23T14:44:02.490554859Z [inf]  2026-07-23T14:44:02+0000 | INFO     | aiogram.event | Update id=745924127 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:44:02.490558820Z [inf]  2026-07-23T14:44:02+0000 | INFO     | http | POST /webhook -> 200 (30.5ms)
2026-07-23T14:44:02.490562709Z [inf]  2026-07-23T14:44:02+0000 | INFO     | app.business.handlers | dot-save: message 784656 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:44:06.822619257Z [inf]  2026-07-23T14:44:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924128
2026-07-23T14:44:07.525518312Z [inf]  2026-07-23T14:44:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022375 media=text
2026-07-23T14:44:07.525527038Z [inf]  2026-07-23T14:44:06+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022373
2026-07-23T14:44:07.525536097Z [inf]  2026-07-23T14:44:06+0000 | INFO     | aiogram.event | Update id=745924128 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:44:07.525544848Z [inf]  2026-07-23T14:44:06+0000 | INFO     | http | POST /webhook -> 200 (25.0ms)
2026-07-23T14:44:07.525553605Z [inf]  2026-07-23T14:44:06+0000 | INFO     | app.business.handlers | dot-save: message 1022373 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:44:09.766278518Z [inf]  2026-07-23T14:44:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924129
2026-07-23T14:44:09.766284543Z [inf]  2026-07-23T14:44:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784659 media=text
2026-07-23T14:44:09.766290617Z [inf]  2026-07-23T14:44:09+0000 | INFO     | aiogram.event | Update id=745924129 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:44:09.766297090Z [inf]  2026-07-23T14:44:09+0000 | INFO     | http | POST /webhook -> 200 (31.7ms)
2026-07-23T14:44:10.877559937Z [inf]  2026-07-23T14:44:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924130
2026-07-23T14:44:11.674967104Z [inf]  2026-07-23T14:44:10+0000 | INFO     | http | POST /webhook -> 200 (26.0ms)
2026-07-23T14:44:11.675034000Z [inf]  2026-07-23T14:44:10+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784660 media=text
2026-07-23T14:44:11.675043734Z [inf]  2026-07-23T14:44:10+0000 | INFO     | aiogram.event | Update id=745924130 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:44:15.901246592Z [inf]  2026-07-23T14:44:15+0000 | INFO     | aiogram.event | Update id=745924131 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:44:15.901257385Z [inf]  2026-07-23T14:44:15+0000 | INFO     | http | POST /webhook -> 200 (27.3ms)
2026-07-23T14:44:15.901279798Z [inf]  2026-07-23T14:44:15+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924131
2026-07-23T14:44:15.901287467Z [inf]  2026-07-23T14:44:15+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784661 media=text
2026-07-23T14:44:17.075914630Z [inf]  2026-07-23T14:44:16+0000 | INFO     | http | GET /app -> 200 (74.7ms)
2026-07-23T14:44:19.296863091Z [inf]  2026-07-23T14:44:18+0000 | INFO     | http | POST /app/api/activity -> 200 (209.2ms)
2026-07-23T14:44:19.296868763Z [inf]  2026-07-23T14:44:18+0000 | INFO     | http | POST /app/api/stats/words -> 200 (489.9ms)
2026-07-23T14:44:19.296874718Z [inf]  2026-07-23T14:44:18+0000 | INFO     | http | POST /app/api/stats/digest -> 200 (489.2ms)
2026-07-23T14:44:19.296880083Z [inf]  2026-07-23T14:44:18+0000 | INFO     | http | POST /app/api/shop/status -> 200 (493.5ms)
2026-07-23T14:44:19.296886244Z [inf]  2026-07-23T14:44:18+0000 | INFO     | http | POST /app/api/relationships/list -> 200 (491.2ms)
2026-07-23T14:44:19.296890987Z [inf]  2026-07-23T14:44:18+0000 | INFO     | http | POST /app/api/stats -> 200 (526.2ms)
2026-07-23T14:44:20.207730733Z [inf]  2026-07-23T14:44:19+0000 | INFO     | http | GET /favicon.ico -> 404 (2.2ms)
2026-07-23T14:44:24.243866700Z [inf]  2026-07-23T14:44:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924132
2026-07-23T14:44:24.243872926Z [inf]  2026-07-23T14:44:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784662 media=text
2026-07-23T14:44:24.243879188Z [inf]  2026-07-23T14:44:23+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784660
2026-07-23T14:44:24.243885839Z [inf]  2026-07-23T14:44:23+0000 | INFO     | aiogram.event | Update id=745924132 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:44:24.243890938Z [inf]  2026-07-23T14:44:23+0000 | INFO     | http | POST /webhook -> 200 (34.0ms)
2026-07-23T14:44:24.243896341Z [inf]  2026-07-23T14:44:23+0000 | INFO     | app.business.handlers | dot-save: message 784660 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:44:29.527768808Z [inf]  2026-07-23T14:44:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924133
2026-07-23T14:44:29.527776434Z [inf]  2026-07-23T14:44:28+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=864974709 message_id=784661 (edit #1)
2026-07-23T14:44:29.527782487Z [inf]  2026-07-23T14:44:28+0000 | INFO     | aiogram.event | Update id=745924133 is handled. Duration 59 ms by bot id=1162707887
2026-07-23T14:44:29.527788493Z [inf]  2026-07-23T14:44:28+0000 | INFO     | http | POST /webhook -> 200 (61.0ms)
2026-07-23T14:44:31.852319810Z [inf]  2026-07-23T14:44:31+0000 | INFO     | http | POST /app/api/wallet/info -> 200 (54.4ms)
2026-07-23T14:44:31.852325331Z [inf]  2026-07-23T14:44:31+0000 | INFO     | http | POST /app/api/wallet/info -> 200 (54.0ms)
2026-07-23T14:44:31.852330469Z [inf]  2026-07-23T14:44:31+0000 | INFO     | http | POST /app/api/pet/list -> 200 (127.0ms)
2026-07-23T14:44:31.852337212Z [inf]  2026-07-23T14:44:31+0000 | INFO     | http | POST /app/api/pet/list -> 200 (102.7ms)
2026-07-23T14:44:33.092912804Z [inf]  2026-07-23T14:44:32+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924134
2026-07-23T14:44:33.092927166Z [inf]  2026-07-23T14:44:32+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022376 media=text
2026-07-23T14:44:33.092934184Z [inf]  2026-07-23T14:44:32+0000 | INFO     | aiogram.event | Update id=745924134 is handled. Duration 37 ms by bot id=1162707887
2026-07-23T14:44:33.092938820Z [inf]  2026-07-23T14:44:32+0000 | INFO     | http | POST /webhook -> 200 (39.9ms)
2026-07-23T14:44:35.172961815Z [inf]  2026-07-23T14:44:34+0000 | INFO     | http | POST /app/api/pet/play -> 200 (80.5ms)
2026-07-23T14:44:35.172972060Z [inf]  2026-07-23T14:44:34+0000 | INFO     | http | POST /app/api/pet/list -> 200 (80.2ms)
2026-07-23T14:44:41.572751270Z [inf]  2026-07-23T14:44:41+0000 | INFO     | http | POST /webhook -> 200 (47.7ms)
2026-07-23T14:44:41.572855265Z [inf]  2026-07-23T14:44:41+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924135
2026-07-23T14:44:41.572860886Z [inf]  2026-07-23T14:44:41+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784663 media=text
2026-07-23T14:44:41.572866948Z [inf]  2026-07-23T14:44:41+0000 | INFO     | aiogram.event | Update id=745924135 is handled. Duration 46 ms by bot id=1162707887
2026-07-23T14:44:43.609197936Z [inf]  2026-07-23T14:44:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924136
2026-07-23T14:44:43.609208451Z [inf]  2026-07-23T14:44:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784664 media=text
2026-07-23T14:44:43.609218054Z [inf]  2026-07-23T14:44:42+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784659
2026-07-23T14:44:43.609226010Z [inf]  2026-07-23T14:44:42+0000 | INFO     | aiogram.event | Update id=745924136 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:44:43.609233799Z [inf]  2026-07-23T14:44:42+0000 | INFO     | http | POST /webhook -> 200 (35.0ms)
2026-07-23T14:44:43.609241201Z [inf]  2026-07-23T14:44:42+0000 | INFO     | app.business.handlers | dot-save: message 784659 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:44:43.609248502Z [inf]  2026-07-23T14:44:43+0000 | INFO     | http | POST /app/api/pet/feed -> 200 (269.3ms)
2026-07-23T14:44:43.609255081Z [inf]  2026-07-23T14:44:43+0000 | INFO     | http | POST /app/api/pet/list -> 200 (114.1ms)
2026-07-23T14:44:45.469802181Z [inf]  2026-07-23T14:44:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022377 media=text
2026-07-23T14:44:45.469808763Z [inf]  2026-07-23T14:44:44+0000 | INFO     | aiogram.event | Update id=745924137 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:44:45.469814102Z [inf]  2026-07-23T14:44:44+0000 | INFO     | http | POST /webhook -> 200 (28.2ms)
2026-07-23T14:44:45.469840448Z [inf]  2026-07-23T14:44:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924137
2026-07-23T14:44:46.528546556Z [inf]  2026-07-23T14:44:46+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924138
2026-07-23T14:44:46.528555170Z [inf]  2026-07-23T14:44:46+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784665 media=text
2026-07-23T14:44:46.528562189Z [inf]  2026-07-23T14:44:46+0000 | INFO     | aiogram.event | Update id=745924138 is handled. Duration 39 ms by bot id=1162707887
2026-07-23T14:44:46.528569188Z [inf]  2026-07-23T14:44:46+0000 | INFO     | http | POST /webhook -> 200 (41.1ms)
2026-07-23T14:44:48.584303655Z [inf]  2026-07-23T14:44:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924139
2026-07-23T14:44:48.584318408Z [inf]  2026-07-23T14:44:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022378 media=sticker
2026-07-23T14:44:48.584326957Z [inf]  2026-07-23T14:44:48+0000 | INFO     | aiogram.event | Update id=745924139 is handled. Duration 37 ms by bot id=1162707887
2026-07-23T14:44:48.584334607Z [inf]  2026-07-23T14:44:48+0000 | INFO     | http | POST /webhook -> 200 (38.3ms)
2026-07-23T14:44:53.729244558Z [inf]  2026-07-23T14:44:53+0000 | INFO     | app.business.handlers | dot-save: message 784663 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:44:53.729288739Z [inf]  2026-07-23T14:44:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924140
2026-07-23T14:44:53.729296751Z [inf]  2026-07-23T14:44:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784666 media=text
2026-07-23T14:44:53.729308773Z [inf]  2026-07-23T14:44:53+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784663
2026-07-23T14:44:53.729321293Z [inf]  2026-07-23T14:44:53+0000 | INFO     | aiogram.event | Update id=745924140 is handled. Duration 25 ms by bot id=1162707887
2026-07-23T14:44:53.729330375Z [inf]  2026-07-23T14:44:53+0000 | INFO     | http | POST /webhook -> 200 (28.5ms)
2026-07-23T14:44:56.375534872Z [inf]  2026-07-23T14:44:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924141
2026-07-23T14:44:56.375541223Z [inf]  2026-07-23T14:44:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784667 media=text
2026-07-23T14:44:56.375558660Z [inf]  2026-07-23T14:44:56+0000 | INFO     | http | POST /app/api/wallet/claim_daily -> 200 (347.6ms)
2026-07-23T14:44:56.375563996Z [inf]  2026-07-23T14:44:56+0000 | INFO     | aiogram.event | Update id=745924141 is handled. Duration 33 ms by bot id=1162707887
2026-07-23T14:44:56.375569723Z [inf]  2026-07-23T14:44:56+0000 | INFO     | http | POST /webhook -> 200 (35.5ms)
2026-07-23T14:44:58.738598156Z [inf]  2026-07-23T14:44:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924142
2026-07-23T14:44:58.738603800Z [inf]  2026-07-23T14:44:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784668 media=text
2026-07-23T14:44:58.738611039Z [inf]  2026-07-23T14:44:58+0000 | INFO     | aiogram.event | Update id=745924142 is handled. Duration 48 ms by bot id=1162707887
2026-07-23T14:44:58.738617077Z [inf]  2026-07-23T14:44:58+0000 | INFO     | http | POST /webhook -> 200 (50.1ms)
2026-07-23T14:45:02.972703094Z [inf]  2026-07-23T14:45:01+0000 | INFO     | http | POST /app/api/leaderboard -> 200 (56.5ms)
2026-07-23T14:45:02.972708865Z [inf]  2026-07-23T14:45:01+0000 | INFO     | http | POST /app/api/quests -> 200 (72.3ms)
2026-07-23T14:45:02.972714429Z [inf]  2026-07-23T14:45:01+0000 | INFO     | http | POST /app/api/leaderboard -> 200 (55.4ms)
2026-07-23T14:45:02.972720516Z [inf]  2026-07-23T14:45:01+0000 | INFO     | http | POST /app/api/quests -> 200 (59.7ms)
2026-07-23T14:45:02.972726499Z [inf]  2026-07-23T14:45:02+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924143
2026-07-23T14:45:02.972732413Z [inf]  2026-07-23T14:45:02+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784669 media=text
2026-07-23T14:45:02.972738470Z [inf]  2026-07-23T14:45:02+0000 | INFO     | aiogram.event | Update id=745924143 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:45:02.972743989Z [inf]  2026-07-23T14:45:02+0000 | INFO     | http | POST /webhook -> 200 (28.6ms)
2026-07-23T14:45:04.876190358Z [inf]  2026-07-23T14:45:03+0000 | INFO     | http | POST /app/api/quests/claim -> 200 (114.7ms)
2026-07-23T14:45:04.876197607Z [inf]  2026-07-23T14:45:04+0000 | INFO     | http | POST /app/api/quests/claim -> 200 (98.5ms)
2026-07-23T14:45:04.876206120Z [inf]  2026-07-23T14:45:04+0000 | INFO     | http | POST /app/api/leaderboard -> 200 (57.6ms)
2026-07-23T14:45:04.876213364Z [inf]  2026-07-23T14:45:04+0000 | INFO     | http | POST /app/api/quests -> 200 (59.7ms)
2026-07-23T14:45:04.876221417Z [inf]  2026-07-23T14:45:04+0000 | INFO     | http | POST /app/api/quests -> 200 (46.8ms)
2026-07-23T14:45:04.876229136Z [inf]  2026-07-23T14:45:04+0000 | INFO     | http | POST /app/api/leaderboard -> 200 (45.7ms)
2026-07-23T14:45:06.596249808Z [inf]  2026-07-23T14:45:05+0000 | INFO     | http | POST /app/api/quests/claim -> 200 (83.6ms)
2026-07-23T14:45:06.596257793Z [inf]  2026-07-23T14:45:05+0000 | INFO     | http | POST /app/api/leaderboard -> 200 (52.0ms)
2026-07-23T14:45:06.596265241Z [inf]  2026-07-23T14:45:05+0000 | INFO     | http | POST /app/api/quests -> 200 (56.3ms)
2026-07-23T14:45:06.596272114Z [inf]  2026-07-23T14:45:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924144
2026-07-23T14:45:06.596531914Z [inf]  2026-07-23T14:45:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784670 media=text
2026-07-23T14:45:06.596542395Z [inf]  2026-07-23T14:45:06+0000 | INFO     | aiogram.event | Update id=745924144 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:45:06.596550340Z [inf]  2026-07-23T14:45:06+0000 | INFO     | http | POST /webhook -> 200 (32.5ms)
2026-07-23T14:45:10.703712771Z [inf]  2026-07-23T14:45:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924145
2026-07-23T14:45:10.703718478Z [inf]  2026-07-23T14:45:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=294021084 message_id=57904 media=text
2026-07-23T14:45:10.703724612Z [inf]  2026-07-23T14:45:09+0000 | INFO     | aiogram.event | Update id=745924145 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:45:10.703730144Z [inf]  2026-07-23T14:45:09+0000 | INFO     | http | POST /webhook -> 200 (34.4ms)
2026-07-23T14:45:10.703736335Z [inf]  2026-07-23T14:45:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924146
2026-07-23T14:45:10.703742020Z [inf]  2026-07-23T14:45:10+0000 | INFO     | app.services.message_service | Stored new business message chat_id=294021084 message_id=57905 media=text
2026-07-23T14:45:10.703747949Z [inf]  2026-07-23T14:45:10+0000 | INFO     | app.business.handlers | Video link detected (instagram) in chat=294021084 can_reply=True
2026-07-23T14:45:10.703759404Z [inf]  2026-07-23T14:45:10+0000 | INFO     | aiogram.event | Update id=745924146 is handled. Duration 36 ms by bot id=1162707887
2026-07-23T14:45:10.703765065Z [inf]  2026-07-23T14:45:10+0000 | INFO     | http | POST /webhook -> 200 (37.6ms)
2026-07-23T14:45:10.703769837Z [inf]  2026-07-23T14:45:10+0000 | INFO     | app.services.video_service | Downloading Instagram media: https://www.instagram.com/reel/DbHt9vpO95j/
2026-07-23T14:45:12.031322136Z [inf]  2026-07-23T14:45:10+0000 | INFO     | app.services.video_service | Video opts: ffmpeg=/usr/bin/ffmpeg
2026-07-23T14:45:12.031329132Z [inf]  2026-07-23T14:45:10+0000 | INFO     | app.services.video_service | Instagram: Netscape cookiefile set (11 rows)
2026-07-23T14:45:12.031487180Z [inf]  
[download]   0.0% of   29.01MiB at   12.80KiB/s ETA 38:41
[download]   0.0% of   29.01MiB at   37.99KiB/s ETA 13:01
[download]   0.0% of   29.01MiB at   88.07KiB/s ETA 05:37
[download]   0.1% of   29.01MiB at  187.48KiB/s ETA 02:38
[download]   0.1% of   29.01MiB at  378.50KiB/s ETA 01:18
[download]   0.2% of   29.01MiB at  747.74KiB/s ETA 00:39
[download]   0.4% of   29.01MiB at    1.45MiB/s ETA 00:19
[download]   0.9% of   29.01MiB at    2.81MiB/s ETA 00:10
[download]   1.7% of   29.01MiB at    5.49MiB/s ETA 00:05
[download]   3.4% of   29.01MiB at   10.56MiB/s ETA 00:02
2026-07-23T14:45:13.143856654Z [inf]  
[download]   6.9% of   29.01MiB at   19.90MiB/s ETA 00:01
[download]  13.8% of   29.01MiB at   25.05MiB/s ETA 00:00
[download]  27.6% of   29.01MiB at   24.56MiB/s ETA 00:00
[download]  41.4% of   29.01MiB at   30.02MiB/s ETA 00:00
[download]  55.2% of   29.01MiB at   37.51MiB/s ETA 00:00
[download]  68.9% of   29.01MiB at   40.53MiB/s ETA 00:00
[download]  82.7% of   29.01MiB at   45.44MiB/s ETA 00:00
[download]  96.5% of   29.01MiB at   49.92MiB/s ETA 00:00
[download] 100.0% of   29.01MiB at   47.67MiB/s ETA 00:00
[download] 100% of   29.01MiB in 00:00:00 at 42.49MiB/s  
2026-07-23T14:45:13.143864014Z [inf]  
                                                       
2026-07-23T14:45:12+0000 | INFO     | app.services.video_service | Downloaded 1 file(s) as video from Instagram, uploading to chat 294021084
2026-07-23T14:45:16.469312689Z [inf]  2026-07-23T14:45:16+0000 | INFO     | app.services.video_service | Media delivered to chat_id=294021084 (video)
2026-07-23T14:45:17.608643401Z [inf]  2026-07-23T14:45:16+0000 | WARNING  | app.services.video_service | Could not delete link message 57905 in chat 294021084: Telegram server says - Bad Request: message to delete not found
2026-07-23T14:45:22.013471996Z [inf]  2026-07-23T14:45:21+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924147
2026-07-23T14:45:22.013478299Z [inf]  2026-07-23T14:45:21+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784671 media=text
2026-07-23T14:45:22.013483349Z [inf]  2026-07-23T14:45:21+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784664
2026-07-23T14:45:22.013489412Z [inf]  2026-07-23T14:45:21+0000 | INFO     | aiogram.event | Update id=745924147 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:45:22.013496118Z [inf]  2026-07-23T14:45:21+0000 | INFO     | http | POST /webhook -> 200 (35.5ms)
2026-07-23T14:45:22.013503514Z [inf]  2026-07-23T14:45:21+0000 | INFO     | app.business.handlers | dot-save: message 784664 is non-media (type=MediaType.TEXT) — skipping
