2026-07-27T19:26:03.410360189Z [inf]  Starting Container
2026-07-27T19:28:18.543629604Z [inf]  2026-07-27T19:28:18+0000 | INFO     | app.business.handlers | dot-save: message 156945 is non-media (type=MediaType.TEXT) — skipping
2026-07-27T19:28:20.345642813Z [inf]  2026-07-27T19:28:20+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967963
2026-07-27T19:28:20.346506726Z [inf]  2026-07-27T19:28:20+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156947 media=photo
2026-07-27T19:28:20.355660119Z [inf]  2026-07-27T19:28:20+0000 | INFO     | aiogram.event | Update id=745967963 is handled. Duration 29 ms by bot id=1162707887
2026-07-27T19:28:20.355672389Z [inf]  2026-07-27T19:28:20+0000 | INFO     | http | POST /webhook -> 200 (31.4ms)
2026-07-27T19:28:20.598662997Z [inf]  2026-07-27T19:28:20+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967964
2026-07-27T19:28:20.620931889Z [inf]  2026-07-27T19:28:20+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156948 media=text
2026-07-27T19:28:20.625051164Z [inf]  2026-07-27T19:28:20+0000 | INFO     | aiogram.event | Update id=745967964 is handled. Duration 28 ms by bot id=1162707887
2026-07-27T19:28:20.625058464Z [inf]  2026-07-27T19:28:20+0000 | INFO     | http | POST /webhook -> 200 (29.0ms)
2026-07-27T19:28:24.567994368Z [inf]  2026-07-27T19:28:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967965
2026-07-27T19:28:24.590818645Z [inf]  2026-07-27T19:28:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156949 media=text
2026-07-27T19:28:24.596633976Z [inf]  2026-07-27T19:28:24+0000 | INFO     | aiogram.event | Update id=745967965 is handled. Duration 29 ms by bot id=1162707887
2026-07-27T19:28:24.596638756Z [inf]  2026-07-27T19:28:24+0000 | INFO     | http | POST /webhook -> 200 (31.1ms)
2026-07-27T19:28:27.488937190Z [inf]  2026-07-27T19:28:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967966
2026-07-27T19:28:27.506773639Z [inf]  2026-07-27T19:28:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156950 media=text
2026-07-27T19:28:27.508403095Z [inf]  2026-07-27T19:28:27+0000 | INFO     | aiogram.event | Update id=745967966 is handled. Duration 32 ms by bot id=1162707887
2026-07-27T19:28:27.508406845Z [inf]  2026-07-27T19:28:27+0000 | INFO     | http | POST /webhook -> 200 (33.9ms)
2026-07-27T19:28:29.570383150Z [inf]  2026-07-27T19:28:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967967
2026-07-27T19:28:29.570386150Z [inf]  2026-07-27T19:28:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967968
2026-07-27T19:28:29.586752061Z [inf]  2026-07-27T19:28:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47763 media=text
2026-07-27T19:28:29.586756481Z [inf]  2026-07-27T19:28:29+0000 | INFO     | app.business.handlers | Owner command !мут from user=6881815417 in chat=1335699132
2026-07-27T19:28:30.425508109Z [inf]  2026-07-27T19:28:30+0000 | INFO     | aiogram.event | Update id=745967968 is handled. Duration 702 ms by bot id=1162707887
2026-07-27T19:28:30.425513099Z [inf]  2026-07-27T19:28:30+0000 | INFO     | http | POST /webhook -> 200 (704.9ms)
2026-07-27T19:28:30.425518939Z [inf]  2026-07-27T19:28:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571609 media=text
2026-07-27T19:28:30.425523339Z [inf]  2026-07-27T19:28:30+0000 | INFO     | aiogram.event | Update id=745967967 is handled. Duration 714 ms by bot id=1162707887
2026-07-27T19:28:30.425527749Z [inf]  2026-07-27T19:28:30+0000 | INFO     | http | POST /webhook -> 200 (715.9ms)
2026-07-27T19:28:30.987176516Z [inf]  2026-07-27T19:28:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967969
2026-07-27T19:28:31.378101920Z [inf]  2026-07-27T19:28:31+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030161 media=text
2026-07-27T19:28:31.378106290Z [inf]  2026-07-27T19:28:31+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=731433102 reply_to=1026289
2026-07-27T19:28:31.378110400Z [inf]  2026-07-27T19:28:31+0000 | INFO     | aiogram.event | Update id=745967969 is handled. Duration 28 ms by bot id=1162707887
2026-07-27T19:28:31.378114840Z [inf]  2026-07-27T19:28:31+0000 | INFO     | http | POST /webhook -> 200 (36.2ms)
2026-07-27T19:28:31.378118870Z [inf]  2026-07-27T19:28:31+0000 | INFO     | app.business.handlers | dot-save: message 1026289 is non-media (type=MediaType.TEXT) — skipping
2026-07-27T19:28:31.536145031Z [inf]  2026-07-27T19:28:31+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967970
2026-07-27T19:28:31.550880845Z [inf]  2026-07-27T19:28:31+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156951 media=text
2026-07-27T19:28:31.555569126Z [inf]  2026-07-27T19:28:31+0000 | INFO     | aiogram.event | Update id=745967970 is handled. Duration 27 ms by bot id=1162707887
2026-07-27T19:28:31.555573746Z [inf]  2026-07-27T19:28:31+0000 | INFO     | http | POST /webhook -> 200 (29.3ms)
2026-07-27T19:28:35.588485918Z [inf]  2026-07-27T19:28:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967971
2026-07-27T19:28:35.634458458Z [inf]  2026-07-27T19:28:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=731433102 message_id=1030162 media=sticker
2026-07-27T19:28:35.634465317Z [inf]  2026-07-27T19:28:35+0000 | INFO     | aiogram.event | Update id=745967971 is handled. Duration 32 ms by bot id=1162707887
2026-07-27T19:28:35.634471747Z [inf]  2026-07-27T19:28:35+0000 | INFO     | http | POST /webhook -> 200 (34.9ms)
2026-07-27T19:28:39.900501852Z [inf]  2026-07-27T19:28:39+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967973
2026-07-27T19:28:39.940266855Z [inf]  2026-07-27T19:28:39+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571610 media=text
2026-07-27T19:28:39.943197830Z [inf]  2026-07-27T19:28:39+0000 | INFO     | aiogram.event | Update id=745967973 is handled. Duration 48 ms by bot id=1162707887
2026-07-27T19:28:39.945090945Z [inf]  2026-07-27T19:28:39+0000 | INFO     | http | POST /webhook -> 200 (48.8ms)
2026-07-27T19:28:39.945094775Z [inf]  2026-07-27T19:28:39+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967972
2026-07-27T19:28:39.969973114Z [inf]  2026-07-27T19:28:39+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47765 media=text
2026-07-27T19:28:39.976350140Z [inf]  2026-07-27T19:28:39+0000 | INFO     | aiogram.event | Update id=745967972 is handled. Duration 27 ms by bot id=1162707887
2026-07-27T19:28:39.976355210Z [inf]  2026-07-27T19:28:39+0000 | INFO     | http | POST /webhook -> 200 (28.8ms)
2026-07-27T19:28:41.296453615Z [inf]  2026-07-27T19:28:41+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967974
2026-07-27T19:28:41.304010851Z [inf]  2026-07-27T19:28:41+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967975
2026-07-27T19:28:41.316739924Z [inf]  2026-07-27T19:28:41+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47766 media=text
2026-07-27T19:28:41.329525914Z [inf]  2026-07-27T19:28:41+0000 | INFO     | aiogram.event | Update id=745967974 is handled. Duration 31 ms by bot id=1162707887
2026-07-27T19:28:41.329529174Z [inf]  2026-07-27T19:28:41+0000 | INFO     | http | POST /webhook -> 200 (33.2ms)
2026-07-27T19:28:41.329531764Z [inf]  2026-07-27T19:28:41+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571611 media=text
2026-07-27T19:28:41.332074963Z [inf]  2026-07-27T19:28:41+0000 | INFO     | aiogram.event | Update id=745967975 is handled. Duration 32 ms by bot id=1162707887
2026-07-27T19:28:41.332077613Z [inf]  2026-07-27T19:28:41+0000 | INFO     | http | POST /webhook -> 200 (36.1ms)
2026-07-27T19:28:43.418166734Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967976
2026-07-27T19:28:43.418171064Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967977
2026-07-27T19:28:43.418175394Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47767 media=sticker
2026-07-27T19:28:43.418179774Z [inf]  2026-07-27T19:28:43+0000 | INFO     | aiogram.event | Update id=745967976 is handled. Duration 28 ms by bot id=1162707887
2026-07-27T19:28:43.418184713Z [inf]  2026-07-27T19:28:43+0000 | INFO     | http | POST /webhook -> 200 (30.4ms)
2026-07-27T19:28:43.418188663Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=571612 media=sticker
2026-07-27T19:28:43.418192493Z [inf]  2026-07-27T19:28:43+0000 | INFO     | aiogram.event | Update id=745967977 is handled. Duration 35 ms by bot id=1162707887
2026-07-27T19:28:43.418197283Z [inf]  2026-07-27T19:28:43+0000 | INFO     | http | POST /webhook -> 200 (38.3ms)
2026-07-27T19:28:43.723632833Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967978
2026-07-27T19:28:43.746989755Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156952 media=text
2026-07-27T19:28:43.746993865Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.business.handlers | dot-save: triggered owner=7208306646 chat=1780262312 reply_to=156949
2026-07-27T19:28:43.753074603Z [inf]  2026-07-27T19:28:43+0000 | INFO     | aiogram.event | Update id=745967978 is handled. Duration 26 ms by bot id=1162707887
2026-07-27T19:28:43.753079933Z [inf]  2026-07-27T19:28:43+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-27T19:28:43.761327514Z [inf]  2026-07-27T19:28:43+0000 | INFO     | app.business.handlers | dot-save: message 156949 is non-media (type=MediaType.TEXT) — skipping
2026-07-27T19:28:49.479557164Z [inf]  2026-07-27T19:28:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967979
2026-07-27T19:28:49.500677535Z [inf]  2026-07-27T19:28:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156953 media=text
2026-07-27T19:28:49.513897073Z [inf]  2026-07-27T19:28:49+0000 | INFO     | aiogram.event | Update id=745967979 is handled. Duration 31 ms by bot id=1162707887
2026-07-27T19:28:49.513900763Z [inf]  2026-07-27T19:28:49+0000 | INFO     | http | POST /webhook -> 200 (32.5ms)
2026-07-27T19:28:53.665400819Z [inf]  2026-07-27T19:28:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967980
2026-07-27T19:28:53.691100111Z [inf]  2026-07-27T19:28:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156954 media=text
2026-07-27T19:28:53.691108651Z [inf]  2026-07-27T19:28:53+0000 | INFO     | app.business.handlers | dot-save: triggered owner=7208306646 chat=1780262312 reply_to=156949
2026-07-27T19:28:53.691112551Z [inf]  2026-07-27T19:28:53+0000 | INFO     | aiogram.event | Update id=745967980 is handled. Duration 26 ms by bot id=1162707887
2026-07-27T19:28:53.691115951Z [inf]  2026-07-27T19:28:53+0000 | INFO     | http | POST /webhook -> 200 (28.0ms)
2026-07-27T19:28:53.704897245Z [inf]  2026-07-27T19:28:53+0000 | INFO     | app.business.handlers | dot-save: message 156949 is non-media (type=MediaType.TEXT) — skipping
2026-07-27T19:28:53.896972956Z [inf]  2026-07-27T19:28:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745967981
2026-07-27T19:28:53.922243931Z [inf]  2026-07-27T19:28:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1780262312 message_id=156955 media=text
2026-07-27T19:28:53.928820765Z [inf]  2026-07-27T19:28:53+0000 | INFO     | aiogram.event | Update id=745967981 is handled. Duration 31 ms by bot id=1162707887
2026-07-27T19:28:53.928826615Z [inf]  2026-07-27T19:28:53+0000 | INFO     | http | POST /webhook -> 200 (32.6ms)
